house_title,location,emi,price,bathroom,parking,localityTruncated,propertyType,state,typeDesc,propertySize
2 BHK Flat  In Aditya Heights For Sale  In Chinchwad,Chinchwad,"37,254/Month",6500000,2,BOTH,Chinchwad,BUY,READY,2 BHK,895
2 BHK Flat  In Aishwaryam Comfort For Sale  In Chinchwad,Chinchwad,"42,985/Month",7500000,2,BOTH,Chinchwad,BUY,READY,2 BHK,954
1 BHK Flat  For Sale  In ??????,??????,"20,060/Month",3500000,1,TWO_WHEELER,??????,BUY,READY,1 BHK,600
1 BHK Flat  For Sale  In ??????,??????,"20,060/Month",3500000,1,TWO_WHEELER,??????,BUY,READY,1 BHK,600
"1 BHK Flat  For Sale  In Kodoli Satara, Midc, Satara, Maharashtra, India","Kodoli satara, MIDC, Satara, Maharashtra, India","14,901/Month",2600000,1,FOUR_WHEELER,"Kodoli satara, MIDC, Satara...",BUY,READY,1 BHK,724
2 BHK In Prem Sagar Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"48,717/Month",8500000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1100
2 BHK House  For Sale  In Sairaj Colony,Sairaj Colony,"67,631/Month",11800000,2,FOUR_WHEELER,Sairaj Colony,BUY,READY,2 BHK,950
1 BHK Flat  In Vista Housing Society For Sale  In Chinchwad,Chinchwad,"21,779/Month",3800000,1,BOTH,Chinchwad,BUY,READY,1 BHK,749
1 BHK Flat  In Sai Homes For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"27,510/Month",4800000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,610
2 BHK Flat  In Rama Ronak Residency For Sale  In Chinchwad,Chinchwad,"29,803/Month",5200000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,900
2 BHK Flat  In Babar Empire For Sale  In Akurdi,Akurdi,"34,388/Month",6000000,2,BOTH,Akurdi,BUY,READY,2 BHK,900
3 BHK Flat  In Msr Seasons For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"65,338/Month",11400000,3,BOTH,Pimpri Chinchwad,BUY,READY,3 BHK,1261
1 BHK Flat  In Msr Seasons For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"40,194/Month",7013000,1,BOTH,Pimpri Chinchwad,BUY,READY,1 BHK,812
2 BHK Flat  In Msr Seasons For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"53,302/Month",9300000,2,BOTH,Pimpri Chinchwad,BUY,READY,2 BHK,797
1 BHK Flat  In Aryan 79 For Sale  In Moshi,Moshi,"15,509/Month",2706060,1,BOTH,Moshi,BUY,READY,1 BHK,575
3 BHK Flat  In Aryan 79 For Sale  In Moshi,Moshi,"29,792/Month",5198000,3,BOTH,Moshi,BUY,READY,3 BHK,1098
1 BHK Flat  In Aryan 79 For Sale  In Moshi,Moshi,"17,137/Month",2990000,1,BOTH,Moshi,BUY,READY,1 BHK,575
2 BHK Flat  In Aryan 79 For Sale  In Moshi,Moshi,"21,120/Month",3685000,2,BOTH,Moshi,BUY,READY,2 BHK,743
"3 BHK Flat  In Shubhashree Residential, Ph I For Sale  In Akurdi, Pimpri-chinchwad","Akurdi, Pimpri-Chinchwad","55,996/Month",9770000,3,FOUR_WHEELER,"Akurdi, Pimpri-Chinchwad",BUY,READY,3 BHK,1377
1 BHK Flat  For Sale  In Akurdi,Akurdi,"22,925/Month",4000000,1,FOUR_WHEELER,Akurdi,BUY,READY,1 BHK,550
1 BHK Flat  For Sale  In Nigdi,Nigdi,"17,194/Month",3000000,1,TWO_WHEELER,Nigdi,BUY,READY,1 BHK,600
1 BHK Flat  In Komal Complex For Sale  In Akurdi,Akurdi,"8,597/Month",1500000,1,FOUR_WHEELER,Akurdi,BUY,READY,1 BHK,450
2 BHK Flat  In Pride Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"39,546/Month",6900000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,700
1 BHK Flat  In Shrushti Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,352/Month",3900000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,630
1 BHK Flat  In Kalptaru Housing Society For Sale  In Chinchwad,Chinchwad,"22,925/Month",4000000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,650
"2 BHK Flat  In Purnanagar Society For Sale  In Purnanagar, Chinchwad","Purnanagar, Chinchwad","34,388/Month",6000000,2,BOTH,"Purnanagar, Chinchwad",BUY,READY,2 BHK,890
1 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"16,048/Month",2800000,1,NONE,Pimpri-Chinchwad,BUY,READY,1 BHK,455
2 BHK Flat  In Elegant Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"44,705/Month",7800000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,980
2 BHK Flat  In Sairang Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,950
2 BHK Flat  In Sairang Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,950
"1 BHK Flat  In Nb Arcade, Pratiksha Housing Soc. Akurdi For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","24,072/Month",4200000,1,NONE,"Pimpri-Chinchwad,",BUY,READY,1 BHK,870
1 BHK Flat  In Ellora Nakshatra Phase I For Sale  In Chikhali,Chikhali,"22,925/Month",4000000,1,FOUR_WHEELER,Chikhali,BUY,READY,1 BHK,650
"2 BHK Flat  In Shubhashree Residential, Phase 2 For Sale  In Akurdi",Akurdi,"51,583/Month",9000000,2,BOTH,Akurdi,BUY,READY,2 BHK,991
1 BHK Flat  In Prajakta Coperative Housing  Society Akurdi Pune For Sale  In Prajakta Co-op Housing Society Ltd,Prajakta Co-Op Housing Society ltd,"22,925/Month",4000000,1,FOUR_WHEELER,Prajakta Co-Op Housing Soci...,BUY,READY,1 BHK,650
4 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,1.15 Lacs/Month,20000000,6,NONE,Pimpri-Chinchwad,BUY,READY,4 BHK,1800
"2 BHK Flat  In Empire Square For Sale  In Midc,chinchwad","MIDC,Chinchwad","68,777/Month",12000000,2,BOTH,"MIDC,Chinchwad",BUY,READY,2 BHK,1192
3 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,1.03 Lacs/Month,18000000,3,BOTH,Pimpri-Chinchwad,BUY,READY,3 BHK,1740
2 BHK Flat  In Bhakti Apartment For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"28,657/Month",5000000,1,BOTH,Pimpri Chinchwad,BUY,READY,2 BHK,835
2 BHK Flat  In Pragati Pragati Apartment For Sale  In Akurdi,Akurdi,"41,266/Month",7200000,2,FOUR_WHEELER,Akurdi,BUY,READY,2 BHK,960
1 BHK Flat  In Sai Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"9,170/Month",1600000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,550
1 BHK Flat  In Anand Park For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,507
3 BHK Flat  In Prakash Jinkushal Residency For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,1.15 Lacs/Month,20000000,3,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,3 BHK,1390
"1 BHK Flat  In Renuka Vrindavan, Pimpri Chinchwad For Sale  In Pimpri Chinchwad",Pimpri Chinchwad,"26,364/Month",4600000,1,BOTH,Pimpri Chinchwad,BUY,READY,1 BHK,650
1 BHK Flat  In Vista Housing Society For Sale  In Chinchwad,Chinchwad,"19,486/Month",3400000,1,BOTH,Chinchwad,BUY,READY,1 BHK,500
2 BHK Flat  In Nirman Paradise  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"68,777/Month",12000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1350
1 BHK House  For Sale  In Dattawadi,Dattawadi,"40,120/Month",7000000,1,FOUR_WHEELER,Dattawadi,BUY,READY,1 BHK,737
1 BHK Flat  In Trimurthi Socity Chinchwad  For Sale  In Elpro City Square Mall,Elpro City Square Mall,"13,182/Month",2300000,2,BOTH,Elpro City Square Mall,BUY,READY,1 BHK,388
"2 BHK Flat  In Sujit Heights, Chinchwad For Sale  In Chinchwad",Chinchwad,"31,522/Month",5500000,2,BOTH,Chinchwad,BUY,READY,2 BHK,860
2 BHK Flat  In Elegant Residency  For Sale  In Nigdi,Nigdi,"37,254/Month",6500000,2,FOUR_WHEELER,Nigdi,BUY,READY,2 BHK,865
2 BHK Flat  In Gmc Empire For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,640
1 BHK Flat  In Navkar Regency For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,570
2 BHK Flat  In Yashodeepika Chs For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"50,436/Month",8800000,1,FOUR_WHEELER,Pimpri Chinchwad,BUY,READY,2 BHK,1100
1 BHK Flat  In Shree Moraya Gosavi For Sale  In Keshav Nagar,Keshav Nagar,"25,791/Month",4500000,1,BOTH,Keshav Nagar,BUY,READY,1 BHK,700
1 BHK Flat  In Prestige Chsl For Sale  In Chinchwad,Chinchwad,"22,352/Month",3900000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,577
2 BHK Flat  In Sidhivinyak Buildig For Sale  In Nigdi,Nigdi,"20,633/Month",3600000,2,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,765
2 BHK Flat  In Sidhivinyak Buildig For Sale  In Nigdi,Nigdi,"20,633/Month",3600000,2,TWO_WHEELER,Nigdi,BUY,READY,2 BHK,765
2 BHK House  For Sale  In Siddhivinayak Nagari Kaveri K,Siddhivinayak Nagari Kaveri K,1 Lacs/Month,17500000,3,BOTH,Siddhivinayak Nagari Kaveri K,BUY,READY,2 BHK,1290
1 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"14,328/Month",2500000,1,NONE,Pimpri-Chinchwad,BUY,READY,1 BHK,400
1 BHK Flat  In Harshmay Heights  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"22,925/Month",4000000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,666
2 BHK Flat  In Shree Raj Prathamesh Apartment For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Pimpri Chinchwad,BUY,READY,2 BHK,700
2 BHK Flat  In Imperial Heights For Sale  In Imperial Heights Chs,Imperial Heights CHS,"31,841/Month",5555555,2,FOUR_WHEELER,Imperial Heights CHS,BUY,READY,2 BHK,925
"1 BHK Flat  In Prachi Apartment, Chinchwad For Sale  In Nigdi",Nigdi,"17,767/Month",3100000,1,BOTH,Nigdi,BUY,READY,1 BHK,500
2 BHK Flat  In Morya Shree Padam For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"54,448/Month",9500000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,1700
1 BHK Flat  In Bramha Apartment For Sale  In Chinchwad,Chinchwad,"15,474/Month",2700000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,600
2 BHK Flat  In Neel Housing Society  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"21,492/Month",3750000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,990
1 RK Flat  In Chintamani Co Operative Society For Sale  In Mohan Nagar,Mohan Nagar,"10,316/Month",1800000,1,NONE,Mohan Nagar,BUY,READY,1 RK,402
"2 BHK Flat  In Runwal The Central Park, Chinchwad For Sale  In Chinchwad",Chinchwad,"40,120/Month",7000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,953
2 BHK Flat  In Khinvasara Shri Samarth Heights For Sale  In Chinchwad,Chinchwad,"31,522/Month",5500000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,1100
1 BHK Flat  In Yashomangal Society For Sale  In Chinchwad,Chinchwad,"25,791/Month",4500000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,630
1 BHK Flat  In Renuka Tulsi For Sale  In Nigdi,Nigdi,"25,791/Month",4500000,1,FOUR_WHEELER,Nigdi,BUY,READY,1 BHK,605
3 BHK Flat  In Mind Space Queenstown For Sale  In Chinchwad,Chinchwad,1 Lacs/Month,17500000,3,BOTH,Chinchwad,BUY,READY,3 BHK,1426
1 BHK Flat  In Goyal Darshan Nagari For Sale  In Chinchwad,Chinchwad,"22,925/Month",4000000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,600
2 BHK Flat  In Arihant Apartment For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"37,254/Month",6500000,1,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,963
4+ BHK House  For Sale  In Nigdi,Nigdi,1.12 Lacs/Month,19500000,5,BOTH,Nigdi,BUY,READY,4+ BHK,4500
2 BHK Flat  In Jewel Enclave For Sale  In Akurdi,Akurdi,"37,254/Month",6500000,2,TWO_WHEELER,Akurdi,BUY,READY,2 BHK,800
1 BHK Flat  In Srushtree Apartment For Sale  In Walhekarwadi,Walhekarwadi,"22,925/Month",4000000,2,FOUR_WHEELER,Walhekarwadi,BUY,READY,1 BHK,630
3 BHK Flat  In Sai Grape For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"45,851/Month",8000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,3 BHK,1069
1 RK Flat  In Nand Apartment For Sale  In Akurdi,Akurdi,"11,462/Month",2000000,1,FOUR_WHEELER,Akurdi,BUY,READY,1 RK,366
2 BHK Flat  In Ganesh Vishwa For Sale  In Ravet,Ravet,"45,851/Month",8000000,2,FOUR_WHEELER,Ravet,BUY,READY,2 BHK,1100
2 BHK Flat  In Kunal Nest Apartments For Sale  In Chinchwad,Chinchwad,"42,985/Month",7500000,2,BOTH,Chinchwad,BUY,READY,2 BHK,960
1 BHK Flat  In Arun Park For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"21,664/Month",3780000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,500
1 BHK Flat  In Arun Park For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"21,664/Month",3780000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,500
"2 BHK Flat  In Prestige Classic For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","28,657/Month",5000000,1,BOTH,"Pimpri-Chinchwad,",BUY,READY,2 BHK,984
2 BHK Flat  In Vitthal Rukmini Co-operative Housing Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"40,120/Month",7000000,2,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,1100
2 BHK Flat  In Samruddhi Varsha For Sale  In Chinchwad,Chinchwad,"42,985/Month",7500000,2,FOUR_WHEELER,Chinchwad,BUY,READY,2 BHK,1102
3 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"77,374/Month",13500000,3,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,3 BHK,1800
"1 BHK Flat  In Morya Gosavi Raj Park Phase-1, Vaijnath Apartment For Sale  In Keshav Nagar, Chinchwad, Pimpri-chinchwad","Keshav Nagar, Chinchwad, Pimpri-Chinchwad","24,645/Month",4300000,1,TWO_WHEELER,"Keshav Nagar, Chinchwad, Pi...",BUY,READY,1 BHK,500
1 BHK Flat  In Kunal Estate  For Sale  In Kunal Estate-a2a,Kunal Estate-A2a,"25,791/Month",4500000,1,BOTH,Kunal Estate-A2a,BUY,READY,1 BHK,540
3 BHK Flat  In Vivista  For Sale  In Chikhali,Chikhali,"63,045/Month",11000000,3,BOTH,Chikhali,BUY,READY,3 BHK,1400
2 BHK Flat  In Sharma Heights  For Sale  In Mohan Nagar,Mohan Nagar,"25,791/Month",4500000,1,BOTH,Mohan Nagar,BUY,READY,2 BHK,865
"1 BHK Flat  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","22,925/Month",4000000,1,BOTH,"Pimpri-Chinchwad,",BUY,READY,1 BHK,827
1 RK House  For Sale  In Nigdi,Nigdi,"9,170/Month",1600000,1,NONE,Nigdi,BUY,READY,1 RK,300
1 RK Flat  For Sale  In Nigdi,Nigdi,"8,024/Month",1400000,1,TWO_WHEELER,Nigdi,BUY,READY,1 RK,300
1 BHK Flat  In Ashirwad Chs  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"20,060/Month",3500000,1,BOTH,Pimpri-Chinchwad,BUY,READY,1 BHK,650
3 BHK Flat  For Sale  In Chinchwad,Chinchwad,"80,240/Month",14000000,2,FOUR_WHEELER,Chinchwad,BUY,READY,3 BHK,1650
1 RK House  For Sale  In Chinchwad,Chinchwad,"10,316/Month",1800000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 RK,220
"2 BHK Flat  In Bhumi Siddhi, Ravet For Sale  In Pimpri-chinchwad",Pimpri-Chinchwad,"56,168/Month",9800000,2,FOUR_WHEELER,Pimpri-Chinchwad,BUY,READY,2 BHK,1188
"2 BHK Flat  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","34,388/Month",6000000,4,NONE,"Pimpri-Chinchwad,",BUY,READY,2 BHK,1000
"2 BHK House  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","21,206/Month",3700000,1,TWO_WHEELER,"Pimpri-Chinchwad,",BUY,READY,2 BHK,1000
2 BHK House  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"20,060/Month",3500000,3,NONE,Pimpri-Chinchwad,BUY,READY,2 BHK,850
"1 BHK For Sale  In Midc, Chinchwad","MIDC, Chinchwad","25,791/Month",4500000,1,NONE,"MIDC, Chinchwad",BUY,READY,1 BHK,600
3 BHK Flat  For Sale  In Chinchwad,Chinchwad,"35,534/Month",6200000,2,BOTH,Chinchwad,BUY,READY,3 BHK,1437
4+ BHK House  For Sale  In  Pimpri-chinchwad, Pimpri-Chinchwad,3.44 Lacs/Month,60000000,5,BOTH, Pimpri-Chinchwad,BUY,READY,4+ BHK,4200
1 BHK Flat  In Balerao Hertage For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"20,633/Month",3600000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,800
"4+ BHK Flat  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,",3.44 Lacs/Month,60000000,4,BOTH,"Pimpri-Chinchwad,",BUY,READY,4+ BHK,4000
"1 RK Flat  In Apartment  For Sale  In Roopi Nagar Road, Nigdi","Roopi Nagar Road, Nigdi","3,438/Month",600000,1,NONE,"Roopi Nagar Road, Nigdi",BUY,READY,1 RK,300
2 BHK Flat  For Sale  In Chinchwad,Chinchwad,"41,266/Month",7200000,2,BOTH,Chinchwad,BUY,READY,2 BHK,824
2 BHK Flat  For Sale  In Chinchwad,Chinchwad,"41,266/Month",7200000,2,BOTH,Chinchwad,BUY,READY,2 BHK,824
"1 BHK Flat  In Krishan Kriti For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","24,645/Month",4300000,1,NONE,"Pimpri-Chinchwad,",BUY,READY,1 BHK,477
2 BHK Flat  In Bhupali Apartments For Sale  In Chinchwad,Chinchwad,"34,388/Month",6000000,2,BOTH,Chinchwad,BUY,READY,2 BHK,880
"2 BHK Flat  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","51,583/Month",9000000,2,BOTH,"Pimpri-Chinchwad,",BUY,READY,2 BHK,900
1 BHK Flat  In Daya Apartment  For Sale  In Akurdi,Akurdi,"11,462/Month",2000000,1,TWO_WHEELER,Akurdi,BUY,READY,1 BHK,420
"1 BHK Flat  In Narmada A, Flat No11,shree Siddivinayak Nagari P For Sale  In Shree Siddhivinayak Nagari Housing Society",Shree Siddhivinayak Nagari Housing Society,"16,048/Month",2800000,1,NONE,Shree Siddhivinayak Nagari ...,BUY,READY,1 BHK,550
"1 BHK Flat  In  &#39;b&#39; Building, Co Op Housing Society For Sale  In Pimpri-chinchwad",Pimpri-Chinchwad,"22,925/Month",4000000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,615
1 BHK Flat  In Gagangiri Krupa Hsg Society  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"24,072/Month",4200000,1,TWO_WHEELER,Pimpri-Chinchwad,BUY,READY,1 BHK,560
3 BHK House  For Sale  In Chinchwad,Chinchwad,"83,106/Month",14500000,2,BOTH,Chinchwad,BUY,READY,3 BHK,1500
1 BHK In Dronagiri Sadan For Sale  In Panchatara Nagar,panchatara Nagar,"14,328/Month",2500000,1,NONE,panchatara Nagar,BUY,READY,1 BHK,500
4+ BHK Flat  In Standalone Building  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"68,777/Month",12000000,6,BOTH,Pimpri-Chinchwad,BUY,READY,4+ BHK,3000
2 BHK Flat  In Pawani  Society For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,961
2 BHK Flat  In Yash Housing   Society  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"24,072/Month",4200000,1,BOTH,Pimpri-Chinchwad,BUY,READY,2 BHK,605
1 BHK Flat  In Renuka Tulsi  For Sale  In Pimpri Chichwad ,Pimpri Chichwad ,"25,218/Month",4400000,1,BOTH,Pimpri Chichwad ,BUY,READY,1 BHK,486
1 BHK House  For Sale  In Akurdi ,Akurdi ,"25,791/Month",4500000,2,NONE,Akurdi ,BUY,READY,1 BHK,560
1 BHK Flat  For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,1,FOUR_WHEELER,Chinchwad,BUY,READY,1 BHK,780
"1 RK Flat  For Sale  In Dattawadi, Akurdi","Dattawadi, Akurdi","11,462/Month",2000000,1,TWO_WHEELER,"Dattawadi, Akurdi",BUY,READY,1 RK,365
2 BHK Flat  For Sale  In Pimpri Chinchwad,Pimpri Chinchwad,"28,657/Month",5000000,1,NONE,Pimpri Chinchwad,BUY,READY,2 BHK,900
1 BHK Flat  For Sale  In Chinchwad,Chinchwad,"28,657/Month",5000000,1,TWO_WHEELER,Chinchwad,BUY,READY,1 BHK,650
"1 RK House  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","22,925/Month",4000000,1,TWO_WHEELER,"Pimpri-Chinchwad,",BUY,READY,1 RK,560
3 BHK House  For Sale  In Nigdi,Nigdi,"40,120/Month",7000000,3,TWO_WHEELER,Nigdi,BUY,READY,3 BHK,950
1 BHK House  For Sale  In  Pimpri-chinchwad, Pimpri-Chinchwad,"68,777/Month",12000000,1,BOTH, Pimpri-Chinchwad,BUY,READY,1 BHK,1000
2 BHK Flat  For Sale  In Pimpri-chinchwad,Pimpri-Chinchwad,"34,388/Month",6000000,2,NONE,Pimpri-Chinchwad,BUY,READY,2 BHK,1180
2 BHK Flat  In Shree Ganesh Apartment For Sale  In Nigdi,Nigdi,"37,254/Month",6500000,1,BOTH,Nigdi,BUY,READY,2 BHK,720
"1 BHK Flat  For Sale  In Pimpri-chinchwad,","Pimpri-Chinchwad,","24,072/Month",4200000,1,BOTH,"Pimpri-Chinchwad,",BUY,READY,1 BHK,620
4+ BHK Flat  In Mansi Niwas For Sale  In Akurdi,Akurdi,"85,971/Month",15000000,5,BOTH,Akurdi,BUY,READY,4+ BHK,2000
4+ BHK Flat  In Mansi Niwas For Sale  In Akurdi,Akurdi,"85,971/Month",15000000,5,BOTH,Akurdi,BUY,READY,4+ BHK,2000
